Brand;Brand-href;car_details;car_details-href;car_name;start_price;variant;color
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Verna;https://www.carwale.com/hyundai-cars/verna/;Hyundai Verna;? 8.08 Lakhs;"[{'variant':'1.4 VTVT'},{'variant':'1.6 VTVT S'},{'variant':'1.4 CRDI'},{'variant':'1.6 VTVT SX'},{'variant':'1.6 VTVT S AT'},{'variant':'1.6 CRDI S'},{'variant':'1.6 VTVT SX AT'},{'variant':'1.6 VTVT SX (O)'},{'variant':'1.6 CRDI SX'},{'variant':'1.6 CRDI S AT'},{'variant':'1.6 CRDI SX (O)'},{'variant':'1.6 CRDI SX (O) AT'}]";"[{'color':'Sleek Silver'},{'color':'Pure White'},{'color':'Phantom Black'},{'color':'Red Passion'},{'color':'Star Dust'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW M6;https://www.carwale.com/bmw-cars/m6/;BMW M6;? 1.8 Crores;"[{'variant':'Gran Coupe'}]";"[{'color':'Alpine White'},{'color':'Silver Stone'},{'color':'Space Grey'},{'color':'Black Sapphire'},{'color':'Jatoba'},{'color':'Imperial Blue Brilliant Effect'},{'color':'Singapore Grey'},{'color':'Sakhir Orange'},{'color':'San Marino Blue'}]"
Bentley;https://www.carwale.com/bentley-cars/;Bentley Continental GT;https://www.carwale.com/bentley-cars/continentalgt/;Bentley Continental GT;? 3.36 Crores;"[{'variant':'V8'},{'variant':'V8S'},{'variant':'Coupe'},{'variant':'Speed'}]";"[{'color':'White Satin'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Xenon XT;https://www.carwale.com/tata-cars/xenonxt/;Tata Xenon XT;? 10.16 Lakhs;"[{'variant':'EX 4x2'},{'variant':'EX 4x4'}]";"[{'color':'Quartz Black'},{'color':'Arctic White'},{'color':'Mineral Red'},{'color':'Arctic Silver'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Swift;https://www.carwale.com/marutisuzuki-cars/swift/;Maruti Suzuki Swift;? 4.97 Lakhs;"[{'variant':'Lxi (O)'},{'variant':'Lxi ABS (O)'},{'variant':'VXi'},{'variant':'VXi ABS'},{'variant':'LDi'},{'variant':'LDi ABS'},{'variant':'ZXi'},{'variant':'VDi'},{'variant':'VDi ABS'},{'variant':'ZDi'}]";"[{'color':'Pearl Arctic White'},{'color':'Silky Silver'},{'color':'Fire red'},{'color':'Granite Grey'},{'color':'Glistening Grey'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW M4;https://www.carwale.com/bmw-cars/m4/;BMW M4;? 1.29 Crores;"[{'variant':'Coupe'}]";"[{'color':'Alpine White'},{'color':'Black Sapphire'},{'color':'Silver Stone'},{'color':'Mineral Grey'},{'color':'Yas Marin Blue'},{'color':'Austin Yellow'},{'color':'Mineral White'},{'color':'Sakhir Orange'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra NuvoSport;https://www.carwale.com/mahindra-cars/nuvosport/;Mahindra NuvoSport;? 7.87 Lakhs;"[{'variant':'N4'},{'variant':'N4 Plus'},{'variant':'N6'},{'variant':'N6 AMT'},{'variant':'N8'},{'variant':'N8 AMT'}]";"[{'color':'Molten Red'},{'color':'Rust Orange'},{'color':'Diamond White'},{'color':'Regal Blue'},{'color':'Mist Silver'},{'color':'Fiery Black'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW 6 Series;https://www.carwale.com/bmw-cars/6series/;BMW 6 Series;? 1.16 Crores;"[{'variant':'640d Eminence'},{'variant':'640d Design Pure Experience'}]";"[{'color':'Alpine White'},{'color':'Black Sapphire'},{'color':'Space Grey'},{'color':'Glacier Silver'},{'color':'Mineral White'},{'color':'Jatoba'},{'color':'Mediterranean Blue'},{'color':'Melbourne Red'},{'color':'Cashmere Silver'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Jetta;https://www.carwale.com/volkswagen-cars/jetta/;Volkswagen Jetta;? 14.88 Lakhs;"[{'variant':'Trendline TSI'},{'variant':'Trendline TDI'},{'variant':'Comfortline TSI'},{'variant':'Comfortline TDI'},{'variant':'Highline TDI'},{'variant':'Highline TDI AT'}]";"[{'color':'Toffee Brown'},{'color':'Deep Black'},{'color':'Reflex Silver'},{'color':'Pure White'},{'color':'Bule Silk'}]"
Lexus;https://www.carwale.com/lexus-cars/;Lexus RX;https://www.carwale.com/lexus-cars/rx/;Lexus RX;? 1.11 Crores;"[{'variant':'Luxury'},{'variant':'F Sport'}]";"[{'color':'Mercury Gray Mica'},{'color':'White Nova Glass Flake'},{'color':'Platinum Silver Metallic'},{'color':'Sonic Quartz'},{'color':'Sonic Titanium'},{'color':'Black'},{'color':'Sleek Ecru Metallic'},{'color':'Graphite Black Glass Flake'},{'color':'Amber Crystal Shine'},{'color':'Red Mica Crystal Shine'},{'color':'Heat Blue Contrast Layer'},{'color':'Deep Blue Mica'}]"
Nissan;https://www.carwale.com/nissan-cars/;Nissan GT-R;https://www.carwale.com/nissan-cars/gtr/;Nissan GT-R;? 2.01 Crores;"[{'variant':'Sport'}]";"[{'color':'Katsura Orange'},{'color':'Pearl Black'},{'color':'Gun Metallic'},{'color':'Ultimate Silver'},{'color':'Pearl Blue'},{'color':'Vibrant Red'},{'color':'Pearl White'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz AMG GT;https://www.carwale.com/mercedesbenz-cars/amg-gt/;Mercedes-Benz AMG GT;? 2.28 Crores;"[{'variant':'S'}]";"[{'color':'Magnetite Black'},{'color':'Iridium Silver'},{'color':'Brilliant Blue'},{'color':'Selerite Grey'},{'color':'AMG Solarbeam'},{'color':'Designo Hyacinth Red Metallic'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW 1 Series;https://www.carwale.com/bmw-cars/1series/;BMW 1 Series;? 31.11 Lakhs;"[{'variant':'118d Sport Line'}]";"[{'color':'Alpine White'},{'color':'Crimson Red'}]"
Toyota;https://www.carwale.com/toyota-cars/;Toyota Etios Cross;https://www.carwale.com/toyota-cars/etioscross/;Toyota Etios Cross;? 6.62 Lakhs;"[{'variant':'1.2 Limited Edition'},{'variant':'1.2 G'},{'variant':'1.4 GD'},{'variant':'1.4 Limited Edition'},{'variant':'1.4 VD'},{'variant':'1.5 V'}]";"[{'color':'Inferno Orange'},{'color':'Ultramarine Blue'},{'color':'Classic Grey'},{'color':'Harmony Beige'},{'color':'Celestial Black'},{'color':'Vermilion Red'},{'color':'Symphony Silver'},{'color':'White'}]"
Renault;https://www.carwale.com/renault-cars/;Renault Lodgy;https://www.carwale.com/renault-cars/lodgy/;Renault Lodgy;? 8.24 Lakhs;"[{'variant':'85 PS STD 8 STR'},{'variant':'85 PS RxE 7 STR'},{'variant':'85 PS RxE 8 STR'},{'variant':'85 PS World Edition 8 STR'},{'variant':'85 PS RXL Stepway 8 STR'},{'variant':'110 PS RXL Stepway 8 STR'},{'variant':'110 PS World Edition 8 STR'},{'variant':'85 PS RXZ Stepway 8 STR'},{'variant':'110 PS RXZ Stepway 8 STR'},{'variant':'110 PS RXZ Stepway 7 STR'}]";"[{'color':'Royal Orchid'},{'color':'Planet Grey'},{'color':'Pearl White'},{'color':'Moonlight Silver'},{'color':'Slate Grey'},{'color':'Fiery Red'}]"
Maserati;https://www.carwale.com/maserati-cars/;Maserati GranTurismo;https://www.carwale.com/maserati-cars/granturismo/;Maserati GranTurismo;? 1.85 Crores;"[{'variant':'4.2 V8'}]";"[{'color':'Nero'},{'color':'Bianco Eldorado'},{'color':'Grigio Touring'},{'color':'Grigio Alfieri'},{'color':'Grigio Granito'},{'color':'Nero Carbonio'},{'color':'Blu Oceano'},{'color':'Blu Nettuno'},{'color':'Blu Sofisticato'},{'color':'Rosso Trionfale'},{'color':'Bordeaux Pontevecchio'},{'color':'Bianco Fugi'},{'color':'Ble Mediterraneo'},{'color':'Giallo Granturismo'},{'color':'Rosso Mondiale'},{'color':'Bianco Birdcage'},{'color':'Grigio Lava'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz S-Class Cabriolet;https://www.carwale.com/mercedesbenz-cars/s-class-cabriolet/;Mercedes-Benz S-Class Cabriolet;? 2.13 Crores;"[{'variant':'S 500 Cabriolet'}]";"[{'color':'Selenite grey metallic'},{'color':'Magnetite black metallic'},{'color':'Iridium silver metallic'},{'color':'Cavansite blue metallic'},{'color':'Ruby black metallic'},{'color':'Emerald green metallic'},{'color':'Anthracite blue metallic'},{'color':'Designo diamond white bright'},{'color':'Designo mocha black metallic'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz G-Class;https://www.carwale.com/mercedesbenz-cars/gclass/;Mercedes-Benz G-Class;? 2.07 Crores;"[{'variant':'G 63 AMG'},{'variant':'G 63 Edition 463'},{'variant':'G 63  AMG Crazy Colour Edition'}]";"[{'color':'Obsidian Black'},{'color':'Periclase Green'},{'color':'Polar White'},{'color':'Indium Grey'},{'color':'Citrine Brown'},{'color':'Magnetite Black'},{'color':'Iridium Silver'},{'color':'Diamond Silver'}]"
Audi;https://www.carwale.com/audi-cars/;Audi Q3;https://www.carwale.com/audi-cars/q3/;Audi Q3;? 33.27 Lakhs;"[{'variant':'30 TFSI Premium'},{'variant':'30 TDI Premium FWD'},{'variant':'35 TDI quattro Premium Plus'},{'variant':'35 TDI quattro Technology'}]";"[{'color':'Cortina White'},{'color':'Floret Silver'},{'color':'Mythos Black'},{'color':'Misano Red'},{'color':'Hainan Blue'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai i20 Active;https://www.carwale.com/hyundai-cars/i20-active/;Hyundai i20 Active;? 6.88 Lakhs;"[{'variant':'1.2'},{'variant':'1.2 S'},{'variant':'1.4'},{'variant':'1.2 SX'},{'variant':'1.4 S'},{'variant':'1.4 SX'}]";"[{'color':'Sleek Silver'},{'color':'Red Passion'},{'color':'Earth Brown'},{'color':'Polar White'},{'color':'Phantom Black'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Beetle;https://www.carwale.com/volkswagen-cars/beetle/;Volkswagen Beetle;? 28.79 Lakhs;"[{'variant':'1.4 TSI'}]";"[{'color':'Oryx white'},{'color':'Tornado Red'},{'color':'Habanero orange'},{'color':'Blue Silk'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Santa Fe;https://www.carwale.com/hyundai-cars/santafe/;Hyundai Santa Fe;? 29.89 Lakhs;"[{'variant':'2 WD MT'},{'variant':'2 WD AT'},{'variant':'4 WD AT'}]";"[{'color':'Sleek Silver'},{'color':'Wine Red'},{'color':'Phantom Black'},{'color':'Pure White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra KUV100;https://www.carwale.com/mahindra-cars/kuv100/;Mahindra KUV100;? 4.71 Lakhs;"[{'variant':'K2 6 STR'},{'variant':'K2 Plus 6 STR'},{'variant':'K4 5 STR'},{'variant':'K4 6 STR'},{'variant':'K4 Plus 5 STR'},{'variant':'K4 Plus 6 STR'},{'variant':'K2 D 6 STR'},{'variant':'K6 5 STR'},{'variant':'K2 Plus D 6 STR'},{'variant':'K6 6 STR'},{'variant':'K4 D 5 STR'},{'variant':'K6 Plus 5 STR'},{'variant':'K4 D 6 STR'},{'variant':'K6 Plus 6 STR'},{'variant':'K4 Plus D 5 STR'},{'variant':'K4 Plus D 6 STR'},{'variant':'K8 5 STR'},{'variant':'K8 6 STR'},{'variant':'K8 6 STR Dual Tone'},{'variant':'K6 D 5 STR'},{'variant':'K6 D 6 STR'},{'variant':'K6 Plus D 5 STR'},{'variant':'K6 Plus D 6 STR'},{'variant':'K8 D 5 STR'},{'variant':'K8 D 6 STR'},{'variant':'K8 D 6 STR Dual Tone'}]";"[{'color':'Flamboyant Red'},{'color':'Pearl White'},{'color':'Designer Grey'},{'color':'Dazzling silver'},{'color':'Fiery Orange'},{'color':'Midnight Black'},{'color':'Flamboyant Red/Metallic Black'},{'color':'Dazzling silver/Metallic Black'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Ignis;https://www.carwale.com/marutisuzuki-cars/ignis/;Maruti Suzuki Ignis;? 4.73 Lakhs;"[{'variant':'Sigma 1.2 MT'},{'variant':'Delta 1.2 MT'},{'variant':'Delta 1.2 AT'},{'variant':'Zeta 1.2 MT'},{'variant':'Zeta 1.2 AT'},{'variant':'Delta 1.3 MT'},{'variant':'Alpha 1.2 MT'},{'variant':'Zeta 1.3 MT'},{'variant':'Delta 1.3 AT'},{'variant':'Zeta 1.3 AT'},{'variant':'Alpha 1.3 MT'}]";"[{'color':'Pearl Arctic White'},{'color':'Uptown Red'},{'color':'Silky Silver'},{'color':'Tinsel Blue'},{'color':'Glistening Grey'},{'color':'Urban Blue'},{'color':'Uptown Red/Midnight Black'},{'color':'Tinsel Blue/Midnight Black'},{'color':'Tinsel Blue/Pearl Arctic White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra e2o Plus;https://www.carwale.com/mahindra-cars/e2o-plus/;Mahindra e2o Plus;? 7.35 Lakhs;"[{'variant':'P4'},{'variant':'P6'},{'variant':'P8'}]";"[{'color':'Coral Blue'},{'color':'Wine Red'},{'color':'Arctic Silver'},{'color':'Solid White'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW i8;https://www.carwale.com/bmw-cars/i8/;BMW i8;? 2.25 Crores;"[{'variant':'1.5 Hybrid'}]";"[{'color':'Ionic Silver'},{'color':'Protonic Blue'},{'color':'Sophisto Grey'},{'color':'Crystal White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra Xylo;https://www.carwale.com/mahindra-cars/xylo/;Mahindra Xylo;? 9.04 Lakhs;"[{'variant':'D2 BS-IV'},{'variant':'D4 BS-IV'},{'variant':'H4 BS IV'},{'variant':'H4 ABS Airbag BS IV'},{'variant':'H8 ABS Airbag BS IV'}]";"[{'color':'Toreador Red'},{'color':'Fiery Black'},{'color':'Java Brown'},{'color':'Mist Sliver'},{'color':'Diamond White'},{'color':'Dolphin Grey'}]"
Toyota;https://www.carwale.com/toyota-cars/;Toyota Corolla Altis;https://www.carwale.com/toyota-cars/corolla-altis/;Toyota Corolla Altis;? 16.2 Lakhs;"[{'variant':'G Petrol'},{'variant':'G Diesel'},{'variant':'G AT Petrol'},{'variant':'GL Petrol'},{'variant':'GL Diesel'},{'variant':'VL AT Petrol'}]";"[{'color':'Phantom Brown'},{'color':'White Pearl Crystal Shine'},{'color':'Celestial Black'},{'color':'Champagne Mica Metallic'},{'color':'Grey Metallic'},{'color':'Silver Mica Metallic'},{'color':'Super White II'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki S-Cross;https://www.carwale.com/marutisuzuki-cars/s-cross/;Maruti Suzuki S-Cross;? 8.38 Lakhs;"[{'variant':'Sigma 1.3'},{'variant':'Delta 1.3'},{'variant':'Zeta 1.3'},{'variant':'Alpha 1.3'},{'variant':'Alpha 1.6'}]";"[{'color':'Urban Blue'},{'color':'Caffeine Brown'},{'color':'Granite Grey'},{'color':'Premium Silky Silver'},{'color':'Pearl Arctic White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra Thar;https://www.carwale.com/mahindra-cars/thar/;Mahindra Thar;? 6.32 Lakhs;"[{'variant':'DI 2WD BS IV'},{'variant':'DI 4WD BS IV'},{'variant':'CRDe 4x4 AC'}]";"[{'color':'Diamond White'},{'color':'Mist Silver'},{'color':'Nepoli Black'},{'color':'Red Rage'},{'color':'Rocky Beige'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Ameo;https://www.carwale.com/volkswagen-cars/ameo/;Volkswagen Ameo;? 5.52 Lakhs;"[{'variant':'Trendline 1.2L (P)'},{'variant':'Comfortline 1.2L (P)'},{'variant':'Trendline 1.5L (D)'},{'variant':'Highline1.2L (P)'},{'variant':'Comfortline 1.5L (D)'},{'variant':'Highline1.5L (D)'},{'variant':'Comfortline 1.5L AT (D)'},{'variant':'Highline1.5L AT (D)'}]";"[{'color':'Reflex Silver'},{'color':'Toffee Brown'},{'color':'Candy White'},{'color':'Carbon Steel'},{'color':'Blue Slik'}]"
Audi;https://www.carwale.com/audi-cars/;Audi A6;https://www.carwale.com/audi-cars/a6/;Audi A6;? 54.19 Lakhs;"[{'variant':'35 TFSI Matrix'},{'variant':'35 TDI Matrix'}]";"[{'color':'Ibis White'},{'color':'Mysthos Black Metallic'},{'color':'Dakota Grey Metallic'},{'color':'Garnet Red'},{'color':'Floret Silver Metallic'},{'color':'Moonlight Blue Metallic'}]"
Rolls-Royce;https://www.carwale.com/rollsroyce-cars/;Rolls-Royce Dawn;https://www.carwale.com/rollsroyce-cars/dawn/;Rolls-Royce Dawn;? 6.39 Crores;"[{'variant':'Convertible'}]";"[{'color':'Stone Grey'},{'color':'Ensine Red'},{'color':'Emerald Green'},{'color':'Black Kirsch'},{'color':'Jubilee Silver'},{'color':'Anthracite'},{'color':'Smokey Quartz'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Indica V2;https://www.carwale.com/tata-cars/indicav2/;Tata Indica V2;? 4.9 Lakhs;"[{'variant':'LS'},{'variant':'LX'}]";"[{'color':'Mint White'},{'color':'Jet Silver'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Hexa;https://www.carwale.com/tata-cars/hexa/;Tata Hexa;? 12.33 Lakhs;"[{'variant':'XE 4x2 7 STR'},{'variant':'XM 4x2 7 STR'},{'variant':'XMA 4x2 7 STR'},{'variant':'XT 4x2 7 STR'},{'variant':'XTA 4x2 7 STR'},{'variant':'XT 4x4 7 STR'}]";"[{'color':'Arizona Blue'},{'color':'Tungsten Silver'},{'color':'Pearl White'},{'color':'Sky Grey'},{'color':'Platinum Silver'}]"
Porsche;https://www.carwale.com/porsche-cars/;Porsche Panamera;https://www.carwale.com/porsche-cars/panamera/;Porsche Panamera;? 1.98 Crores;"[{'variant':'Turbo'},{'variant':'Turbo Sport Turismo'},{'variant':'Turbo Executive'}]";"[{'color':'White'},{'color':'Black'},{'color':'Carrara White Metallic'},{'color':'Rhodium Silver Metallic'},{'color':'Sapphire Blue Metallic'},{'color':'Burgundy Red Metallic'},{'color':'Ristretto Brown Metallic'},{'color':'Mahogany Metallic'},{'color':'Night Blue Metallic'},{'color':'Agate Grey Metallic'},{'color':'Volcano Grey Metallic'},{'color':'Jet Black Metallic'},{'color':'GT Silver Metallic'},{'color':'Crayon'},{'color':'Palladium Metallic'},{'color':'Carmine Red'},{'color':'Amethyst Metallic'}]"
Ford;https://www.carwale.com/ford-cars/;Ford Mustang;https://www.carwale.com/ford-cars/mustang/;Ford Mustang;? 68.04 Lakhs;"[{'variant':'GT Fastback 5.0L v8'}]";"[{'color':'Absolute Black'},{'color':'Ingot Silver'},{'color':'Oxford White'},{'color':'Race Red'},{'color':'Triple Yellow Tricoat'},{'color':'Magnetic'}]"
Jeep;https://www.carwale.com/jeep-cars/;Jeep Wrangler;https://www.carwale.com/jeep-cars/wrangler/;Jeep Wrangler;? 56.51 Lakhs;"[{'variant':'Unlimited 4x4 Petrol'},{'variant':'Unlimited 4x4 Diesel'}]";"[{'color':'Black'},{'color':'Bright White'},{'color':'Billet Silver Metallic'},{'color':'Granite Crystal'},{'color':'Firecracker Red'},{'color':'Rhino'}]"
Audi;https://www.carwale.com/audi-cars/;Audi A3 Cabriolet;https://www.carwale.com/audi-cars/a3-cabriolet/;Audi A3 Cabriolet;? 48.63 Lakhs;"[{'variant':'40 TFSI'},{'variant':'1.4 TFSI'}]";"[{'color':'Brilliant Black'},{'color':'Amalfi White'},{'color':'Brilliant Red'},{'color':'Phantom Black'},{'color':'Beluga Brown Metallic'},{'color':'Ice Silver'},{'color':'Daytona Grey'},{'color':'Scuba Blue Metallic'},{'color':'Dakota Grey'},{'color':'Monsoon Grey'},{'color':'Lotus Grey'},{'color':'Glacier White Metallic'},{'color':'Shiraz Red'},{'color':'Misano Red Pearl'}]"
Datsun;https://www.carwale.com/datsun-cars/;Datsun GO;https://www.carwale.com/datsun-cars/go/;Datsun GO;? 3.37 Lakhs;"[{'variant':'D'},{'variant':'A'},{'variant':'A EPS'},{'variant':'T'},{'variant':'Anniversary Edition'},{'variant':'T (O)'}]";"[{'color':'Sky'},{'color':'White'},{'color':'Silver'},{'color':'Ruby'},{'color':'Grey'},{'color':'Blue'}]"
Isuzu;https://www.carwale.com/isuzu-cars/;Isuzu D-Max V-Cross;https://www.carwale.com/isuzu-cars/d-max-v-cross/;Isuzu D-Max V-Cross;? 13.41 Lakhs;"[{'variant':'4x4'}]";"[{'color':'Splash White'},{'color':'Cosmic Black'},{'color':'Obsidian Grey'},{'color':'Titanium Silver'},{'color':'Orchid Brown'}]"
Audi;https://www.carwale.com/audi-cars/;Audi A3;https://www.carwale.com/audi-cars/a3/;Audi A3;? 31.51 Lakhs;"[{'variant':'35 TFSI Premium Plus'},{'variant':'35 TDI Premium Plus'},{'variant':'35 TFSI Technology'},{'variant':'35 TDI Technology'}]";"[{'color':'Glacier White Metallic'},{'color':'Cosmos Blue'},{'color':'Florett Silver Metallic'},{'color':'Tango Red'},{'color':'Brilliant Black'}]"
Chevrolet;https://www.carwale.com/chevrolet-cars/;Chevrolet Sail Hatchback;https://www.carwale.com/chevrolet-cars/sail-hatchback/;Chevrolet Sail Hatchback;? 4.93 Lakhs;"[{'variant':'1.2 Base'},{'variant':'1.2 LS'},{'variant':'1.2 LS ABS'},{'variant':'1.3 Base'},{'variant':'1.2 LT ABS'},{'variant':'1.3 LS'},{'variant':'1.3 LS ABS'},{'variant':'1.3 LT ABS'}]";"[{'color':'Super Red'},{'color':'Caviar Black'},{'color':'Sandrift Grey'},{'color':'Switchblade Silver'},{'color':'Linen Beige'},{'color':'Summit White'}]"
Fiat;https://www.carwale.com/fiat-cars/;Fiat Punto Evo;https://www.carwale.com/fiat-cars/punto-evo/;Fiat Punto Evo;? 4.95 Lakhs;"[{'variant':'Pure 1.2'},{'variant':'Dynamic 1.2'},{'variant':'Active Multijet 1.3 90 hp'},{'variant':'Dynamic Multijet 1.3 90 hp'},{'variant':'Emotion Multijet 1.3 90 hp'}]";"[{'color':'Magnesio Grey'},{'color':'Exotica Red'},{'color':'Minimal Grey'},{'color':'Hip Hop Black'},{'color':'Bronzo Tan'},{'color':'Bossanova White'}]"
Rolls-Royce;https://www.carwale.com/rollsroyce-cars/;Rolls-Royce Phantom Coupe;https://www.carwale.com/rollsroyce-cars/phantomcoupe/;Rolls-Royce Phantom Coupe;? 7.59 Crores;"[{'variant':'6.8 L'}]";"[{'color':'Black'},{'color':'Diamond Black'},{'color':'Anthracite'},{'color':'Jubliee Silver'},{'color':'Silver'},{'color':'Midnight Blue'},{'color':'Darkest Tungsten'},{'color':'Blue Velvet'},{'color':'Metropolitan Blue'},{'color':'Woodland Green'},{'color':'New Sable'},{'color':'Madeira Red'},{'color':'Ensign Red'},{'color':'Cornish White'},{'color':'English white'},{'color':'Arctic White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra Scorpio Getaway;https://www.carwale.com/mahindra-cars/scorpio-getaway/;Mahindra Scorpio Getaway;? 9.32 Lakhs;"[{'variant':'2WD BS IV'},{'variant':'4WD BS IV'}]";"[{'color':'Fiery Black'},{'color':'Rocky Beige'},{'color':'Mist Silver'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Vitara Brezza;https://www.carwale.com/marutisuzuki-cars/vitara-brezza/;Maruti Suzuki Vitara Brezza;? 7.5 Lakhs;"[{'variant':'LDi'},{'variant':'LDi (O)'},{'variant':'VDi'},{'variant':'VDi (O)'},{'variant':'ZDi'},{'variant':'ZDi Plus'},{'variant':'ZDi Plus Dual Tone'}]";"[{'color':'Pearl Arctic White'},{'color':'Premium Silver'},{'color':'Granite Grey'},{'color':'Blazing Red'},{'color':'Cerulean Blue'},{'color':'Fiery Yellow'},{'color':'Blazing Red/Midnight Black Roof'},{'color':'Cerulean Blue/Pearl Arctic White Roof'},{'color':'Fiery Yellow/Pearl Arctic White Roof'}]"
Chevrolet;https://www.carwale.com/chevrolet-cars/;Chevrolet Tavera;https://www.carwale.com/chevrolet-cars/tavera/;Chevrolet Tavera;? 8.65 Lakhs;"[{'variant':'Base 10 STR'},{'variant':'Max 10 STR'},{'variant':'LS 10 STR'},{'variant':'LS 9 STR'},{'variant':'LS 7 STR'},{'variant':'LS 7(C) STR'},{'variant':'LT 9 STR'}]";"[{'color':'Velvet Red/Linen Beige'},{'color':'Moonbeam White/Linen Beige'},{'color':'Sandrift Grey/Linen Beige'},{'color':'Summit White'},{'color':'Velvet Red'},{'color':'Moonbeam White'},{'color':'Linen Beige'},{'color':'Switchblade Silver'},{'color':'Sandrift Grey'}]"
Nissan;https://www.carwale.com/nissan-cars/;Nissan Micra;https://www.carwale.com/nissan-cars/micra/;Nissan Micra;? 6.1 Lakhs;"[{'variant':'XL CVT'},{'variant':'XL Diesel'},{'variant':'XV CVT'},{'variant':'XL (O) Diesel'}]";"[{'color':'Onyx Black'},{'color':'Brick Red'},{'color':'Blade Silver'},{'color':'Storm White'},{'color':'Turquoise Blue'},{'color':'Sunshine Orange'},{'color':'Night Shade'}]"
Ferrari;https://www.carwale.com/ferrari-cars/;Ferrari FF;https://www.carwale.com/ferrari-cars/ff/;Ferrari FF;? 4.09 Crores;"[{'variant':'6.3L V12'}]";"[{'color':'Blu Pozzi'},{'color':'Blue Abu Dhabi'},{'color':'Blu Tour De France'},{'color':'Nero'},{'color':'Rosso Mugello'},{'color':'Nero Daytona'},{'color':'Grigio Silverstone'},{'color':'Rosso Corsa'},{'color':'Blu Mirabeau'},{'color':'Grigio Titanio'},{'color':'Rosso Suderio'},{'color':'Argento Nurburgring'},{'color':'Bianco Avus'},{'color':'Giallo Modena'}]"
Land Rover;https://www.carwale.com/landrover-cars/;Land Rover Range Rover Sport;https://www.carwale.com/landrover-cars/rangeroversport/;Land Rover Range Rover Sport;? 1.1 Crores;"[{'variant':'SDV6 S'},{'variant':'V6 SE'},{'variant':'SDV6 SE'},{'variant':'SDV8 HSE'},{'variant':'V6 HSE'},{'variant':'SDV8 HSE Dynamic'},{'variant':'SDV6 HSE'},{'variant':'SDV8 Autobiography Dynamic'},{'variant':'V8 SC Autobiography'},{'variant':'V8 SC SVR'}]";"[{'color':'Zermatt Silver'},{'color':'Bournville'},{'color':'Rimini Red'},{'color':'Santorini Black'},{'color':'Stornoway Grey'},{'color':'Fuji White'},{'color':'Bali Blue'},{'color':'Baltic Blue'},{'color':'Ipanema Sand'},{'color':'Nara Bronze'},{'color':'Marmaris Teal'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen Cross Polo;https://www.carwale.com/volkswagen-cars/cross-polo/;Volkswagen Cross Polo;? 7.69 Lakhs;"[{'variant':'1.2 MPI'},{'variant':'1.5 TDI'}]";"[{'color':'Flash Red'},{'color':'Deep Black'},{'color':'Reflex Silver'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra Verito Vibe CS;https://www.carwale.com/mahindra-cars/veritovibecs/;Mahindra Verito Vibe CS;? 6.69 Lakhs;"[{'variant':'1.5 D2'},{'variant':'1.5 D4'},{'variant':'1.5 D6'}]";"[{'color':'Aqua Rush'},{'color':'Toreador Red'},{'color':'Dolphin Grey'},{'color':'Diamond White'},{'color':'Java Brown'},{'color':'Fiery Black'},{'color':'Mist Silver'}]"
